Date,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
2014-04-06,12:51 AM,39°F,20°F,46°%,S,7°mph,0°mph,29.49°in,0.0°in,Fair
2014-04-06,1:51 AM,38°F,20°F,48°%,S,6°mph,0°mph,29.48°in,0.0°in,Fair
2014-04-06,2:51 AM,37°F,20°F,50°%,S,5°mph,0°mph,29.47°in,0.0°in,Fair
2014-04-06,3:51 AM,36°F,19°F,50°%,S,5°mph,0°mph,29.47°in,0.0°in,Fair
2014-04-06,4:51 AM,37°F,20°F,50°%,S,6°mph,0°mph,29.47°in,0.0°in,Fair
2014-04-06,5:51 AM,36°F,20°F,52°%,S,5°mph,0°mph,29.47°in,0.0°in,Fair
2014-04-06,6:51 AM,36°F,21°F,55°%,S,3°mph,0°mph,29.49°in,0.0°in,Fair
2014-04-06,7:51 AM,39°F,22°F,50°%,S,5°mph,0°mph,29.50°in,0.0°in,Fair
2014-04-06,8:51 AM,44°F,26°F,49°%,S,9°mph,0°mph,29.48°in,0.0°in,Fair
2014-04-06,9:51 AM,49°F,30°F,48°%,S,10°mph,0°mph,29.48°in,0.0°in,Mostly Cloudy
2014-04-06,10:51 AM,50°F,30°F,46°%,SSW,10°mph,0°mph,29.46°in,0.0°in,Mostly Cloudy
2014-04-06,11:51 AM,51°F,30°F,44°%,SW,13°mph,0°mph,29.45°in,0.0°in,Mostly Cloudy
2014-04-06,12:51 PM,52°F,30°F,43°%,SSW,9°mph,0°mph,29.41°in,0.0°in,Cloudy
2014-04-06,1:51 PM,52°F,28°F,40°%,SW,7°mph,0°mph,29.38°in,0.0°in,Cloudy
2014-04-06,2:51 PM,54°F,28°F,37°%,VAR,5°mph,0°mph,29.33°in,0.0°in,Cloudy
2014-04-06,3:51 PM,55°F,30°F,38°%,E,9°mph,0°mph,29.32°in,0.0°in,Cloudy
2014-04-06,4:51 PM,54°F,30°F,40°%,SE,12°mph,0°mph,29.32°in,0.0°in,Cloudy
2014-04-06,5:51 PM,54°F,30°F,40°%,ESE,9°mph,0°mph,29.32°in,0.0°in,Cloudy
2014-04-06,6:51 PM,52°F,30°F,43°%,E,8°mph,0°mph,29.29°in,0.0°in,Cloudy
2014-04-06,7:51 PM,49°F,29°F,46°%,ESE,10°mph,0°mph,29.30°in,0.0°in,Cloudy
2014-04-06,8:51 PM,48°F,30°F,50°%,ESE,6°mph,0°mph,29.31°in,0.0°in,Cloudy
2014-04-06,9:51 PM,47°F,29°F,50°%,E,5°mph,0°mph,29.31°in,0.0°in,Cloudy
2014-04-06,10:51 PM,45°F,30°F,56°%,E,5°mph,0°mph,29.30°in,0.0°in,Partly Cloudy
2014-04-06,11:51 PM,43°F,30°F,60°%,E,5°mph,0°mph,29.28°in,0.0°in,Fair
2014-04-07,12:51 AM,39°F,30°F,70°%,CALM,0°mph,0°mph,29.27°in,0.0°in,Partly Cloudy
2014-04-07,1:51 AM,40°F,31°F,70°%,CALM,0°mph,0°mph,29.25°in,0.0°in,Fair
2014-04-07,2:51 AM,37°F,30°F,76°%,CALM,0°mph,0°mph,29.22°in,0.0°in,Mostly Cloudy
2014-04-07,3:51 AM,39°F,32°F,76°%,NE,6°mph,0°mph,29.18°in,0.0°in,Cloudy
2014-04-07,4:51 AM,40°F,31°F,70°%,NE,5°mph,0°mph,29.16°in,0.0°in,Cloudy
2014-04-07,5:51 AM,41°F,32°F,70°%,E,3°mph,0°mph,29.20°in,0.0°in,Cloudy
2014-04-07,6:51 AM,42°F,32°F,67°%,ENE,5°mph,0°mph,29.20°in,0.0°in,Cloudy
2014-04-07,7:51 AM,42°F,33°F,70°%,NE,6°mph,0°mph,29.17°in,0.0°in,Cloudy
2014-04-07,8:51 AM,43°F,33°F,68°%,NE,8°mph,0°mph,29.14°in,0.0°in,Cloudy
2014-04-07,9:51 AM,46°F,33°F,61°%,N,8°mph,0°mph,29.11°in,0.0°in,Cloudy
2014-04-07,10:51 AM,49°F,32°F,52°%,N,12°mph,0°mph,29.08°in,0.0°in,Cloudy
2014-04-07,11:51 AM,53°F,29°F,40°%,NE,14°mph,0°mph,29.06°in,0.0°in,Cloudy
2014-04-07,12:51 PM,53°F,29°F,40°%,NNE,18°mph,0°mph,29.02°in,0.0°in,Cloudy
2014-04-07,1:51 PM,52°F,28°F,40°%,NNE,20°mph,0°mph,29.00°in,0.0°in,Cloudy
2014-04-07,2:51 PM,52°F,27°F,38°%,NNE,13°mph,0°mph,28.98°in,0.0°in,Cloudy
2014-04-07,3:51 PM,52°F,27°F,38°%,N,14°mph,0°mph,28.98°in,0.0°in,Cloudy
2014-04-07,4:51 PM,52°F,28°F,40°%,N,9°mph,0°mph,28.97°in,0.0°in,Cloudy
2014-04-07,5:51 PM,50°F,27°F,41°%,N,12°mph,0°mph,28.97°in,0.0°in,Cloudy
2014-04-07,6:51 PM,50°F,28°F,43°%,NNW,10°mph,0°mph,28.96°in,0.0°in,Cloudy
2014-04-07,7:51 PM,49°F,27°F,43°%,N,7°mph,0°mph,28.95°in,0.0°in,Cloudy
2014-04-07,8:51 PM,48°F,27°F,44°%,NNW,8°mph,0°mph,28.97°in,0.0°in,Cloudy
2014-04-07,9:51 PM,47°F,27°F,46°%,NW,6°mph,0°mph,28.98°in,0.0°in,Cloudy
2014-04-07,10:51 PM,47°F,27°F,46°%,WNW,3°mph,0°mph,28.98°in,0.0°in,Cloudy
2014-04-07,11:51 PM,47°F,27°F,46°%,W,6°mph,0°mph,28.98°in,0.0°in,Cloudy
2014-04-08,12:51 AM,46°F,28°F,50°%,W,5°mph,0°mph,28.98°in,0.0°in,Cloudy
2014-04-08,1:51 AM,47°F,29°F,50°%,CALM,0°mph,0°mph,28.98°in,0.0°in,Cloudy
2014-04-08,2:51 AM,47°F,30°F,52°%,W,7°mph,0°mph,28.97°in,0.0°in,Cloudy
2014-04-08,3:51 AM,47°F,37°F,68°%,WNW,8°mph,0°mph,28.98°in,0.0°in,Cloudy
2014-04-08,4:51 AM,48°F,43°F,83°%,WNW,8°mph,0°mph,28.99°in,0.0°in,Light Rain
2014-04-08,5:51 AM,48°F,45°F,89°%,NNW,10°mph,0°mph,29.00°in,0.0°in,Light Rain
2014-04-08,6:51 AM,48°F,45°F,89°%,NNW,8°mph,0°mph,29.02°in,0.0°in,Light Rain
2014-04-08,7:51 AM,48°F,46°F,93°%,NW,5°mph,0°mph,29.04°in,0.0°in,Cloudy
2014-04-08,8:08 AM,48°F,46°F,93°%,NNW,8°mph,0°mph,29.05°in,0.0°in,Cloudy
2014-04-08,8:11 AM,48°F,45°F,89°%,NNW,10°mph,0°mph,29.05°in,0.0°in,Cloudy
2014-04-08,8:36 AM,49°F,45°F,86°%,NNW,13°mph,0°mph,29.06°in,0.0°in,Cloudy
2014-04-08,8:51 AM,49°F,45°F,86°%,NNW,13°mph,0°mph,29.06°in,0.0°in,Cloudy
2014-04-08,9:32 AM,50°F,44°F,80°%,N,12°mph,0°mph,29.07°in,0.0°in,Cloudy
2014-04-08,9:51 AM,50°F,44°F,80°%,N,10°mph,0°mph,29.08°in,0.0°in,Cloudy
2014-04-08,10:51 AM,50°F,44°F,80°%,NNE,8°mph,0°mph,29.10°in,0.0°in,Cloudy
2014-04-08,11:51 AM,53°F,41°F,64°%,VAR,3°mph,0°mph,29.12°in,0.0°in,Mostly Cloudy
2014-04-08,12:04 PM,55°F,40°F,57°%,NNE,7°mph,0°mph,29.12°in,0.0°in,Mostly Cloudy
2014-04-08,12:51 PM,53°F,39°F,59°%,ESE,10°mph,0°mph,29.12°in,0.0°in,Mostly Cloudy
2014-04-08,1:51 PM,55°F,38°F,53°%,E,7°mph,0°mph,29.12°in,0.0°in,Mostly Cloudy
2014-04-08,2:51 PM,55°F,38°F,53°%,E,6°mph,0°mph,29.12°in,0.0°in,Mostly Cloudy
2014-04-08,3:51 PM,55°F,38°F,53°%,NE,6°mph,0°mph,29.13°in,0.0°in,Mostly Cloudy
2014-04-08,4:51 PM,53°F,39°F,59°%,E,9°mph,0°mph,29.14°in,0.0°in,Light Rain
2014-04-08,5:51 PM,50°F,37°F,61°%,ENE,8°mph,0°mph,29.17°in,0.0°in,Mostly Cloudy
2014-04-08,6:51 PM,51°F,36°F,56°%,CALM,0°mph,0°mph,29.19°in,0.0°in,Partly Cloudy
2014-04-08,7:51 PM,50°F,36°F,59°%,ESE,3°mph,0°mph,29.21°in,0.0°in,Partly Cloudy
2014-04-08,8:51 PM,50°F,35°F,57°%,NE,3°mph,0°mph,29.23°in,0.0°in,Fair
2014-04-08,9:51 PM,46°F,35°F,66°%,NW,3°mph,0°mph,29.25°in,0.0°in,Fair
2014-04-08,10:51 PM,45°F,35°F,68°%,CALM,0°mph,0°mph,29.25°in,0.0°in,Fair
2014-04-08,11:51 PM,45°F,36°F,71°%,CALM,0°mph,0°mph,29.26°in,0.0°in,Partly Cloudy
2014-04-09,12:51 AM,42°F,36°F,79°%,CALM,0°mph,0°mph,29.27°in,0.0°in,Partly Cloudy
2014-04-09,1:51 AM,43°F,37°F,80°%,N,5°mph,0°mph,29.28°in,0.0°in,Mostly Cloudy
2014-04-09,2:51 AM,42°F,34°F,73°%,CALM,0°mph,0°mph,29.29°in,0.0°in,Fair
2014-04-09,3:51 AM,41°F,33°F,73°%,N,3°mph,0°mph,29.29°in,0.0°in,Fair
2014-04-09,4:51 AM,40°F,32°F,73°%,CALM,0°mph,0°mph,29.29°in,0.0°in,Partly Cloudy
2014-04-09,5:51 AM,39°F,32°F,76°%,CALM,0°mph,0°mph,29.31°in,0.0°in,Partly Cloudy
2014-04-09,6:51 AM,39°F,34°F,82°%,CALM,0°mph,0°mph,29.33°in,0.0°in,Fair
2014-04-09,7:51 AM,43°F,34°F,71°%,ESE,3°mph,0°mph,29.35°in,0.0°in,Fair
2014-04-09,8:51 AM,46°F,35°F,66°%,S,6°mph,0°mph,29.35°in,0.0°in,Fair
2014-04-09,9:51 AM,50°F,35°F,57°%,SSE,7°mph,0°mph,29.35°in,0.0°in,Fair
2014-04-09,10:51 AM,54°F,37°F,53°%,SW,13°mph,18°mph,29.35°in,0.0°in,Fair
2014-04-09,11:51 AM,55°F,32°F,42°%,W,10°mph,0°mph,29.34°in,0.0°in,Fair
2014-04-09,12:41 PM,57°F,31°F,37°%,W,15°mph,0°mph,29.33°in,0.0°in,Fair
2014-04-09,12:51 PM,58°F,31°F,36°%,W,9°mph,20°mph,29.33°in,0.0°in,Fair
2014-04-09,1:51 PM,58°F,28°F,32°%,WSW,7°mph,0°mph,29.30°in,0.0°in,Fair
2014-04-09,2:51 PM,60°F,29°F,31°%,SW,14°mph,18°mph,29.29°in,0.0°in,Fair
2014-04-09,3:51 PM,61°F,28°F,29°%,SW,15°mph,22°mph,29.27°in,0.0°in,Fair
2014-04-09,4:51 PM,62°F,26°F,25°%,SW,14°mph,21°mph,29.25°in,0.0°in,Mostly Cloudy
2014-04-09,5:51 PM,62°F,26°F,25°%,WSW,21°mph,25°mph,29.23°in,0.0°in,Mostly Cloudy / Windy
2014-04-09,6:51 PM,61°F,26°F,26°%,SSW,15°mph,23°mph,29.22°in,0.0°in,Mostly Cloudy
2014-04-09,7:51 PM,59°F,28°F,31°%,SSW,10°mph,0°mph,29.20°in,0.0°in,Mostly Cloudy
2014-04-09,8:51 PM,58°F,29°F,33°%,SSW,13°mph,0°mph,29.22°in,0.0°in,Cloudy
2014-04-09,9:51 PM,56°F,29°F,36°%,SSW,15°mph,0°mph,29.23°in,0.0°in,Mostly Cloudy
2014-04-09,10:51 PM,54°F,31°F,41°%,SSW,14°mph,21°mph,29.23°in,0.0°in,Mostly Cloudy
2014-04-09,11:51 PM,53°F,33°F,47°%,SSW,12°mph,0°mph,29.21°in,0.0°in,Mostly Cloudy
2014-04-10,12:51 AM,53°F,34°F,48°%,SSW,14°mph,0°mph,29.19°in,0.0°in,Mostly Cloudy
2014-04-10,1:51 AM,52°F,34°F,50°%,SSW,14°mph,22°mph,29.16°in,0.0°in,Mostly Cloudy
2014-04-10,2:51 AM,52°F,34°F,50°%,SSW,17°mph,29°mph,29.13°in,0.0°in,Partly Cloudy
2014-04-10,3:51 AM,51°F,35°F,54°%,SSW,15°mph,0°mph,29.11°in,0.0°in,Partly Cloudy
2014-04-10,4:51 AM,52°F,35°F,53°%,SSW,16°mph,0°mph,29.07°in,0.0°in,Partly Cloudy
2014-04-10,5:51 AM,52°F,36°F,54°%,SSW,18°mph,25°mph,29.05°in,0.0°in,Mostly Cloudy
2014-04-10,6:51 AM,52°F,37°F,57°%,SSW,17°mph,24°mph,29.05°in,0.0°in,Mostly Cloudy
2014-04-10,7:51 AM,53°F,38°F,57°%,SSW,15°mph,22°mph,29.06°in,0.0°in,Cloudy
2014-04-10,8:51 AM,57°F,39°F,51°%,SSW,20°mph,24°mph,29.06°in,0.0°in,Mostly Cloudy
2014-04-10,9:51 AM,60°F,40°F,47°%,SW,20°mph,26°mph,29.04°in,0.0°in,Mostly Cloudy
2014-04-10,10:51 AM,63°F,40°F,43°%,WSW,18°mph,25°mph,29.06°in,0.0°in,Cloudy
2014-04-10,11:51 AM,62°F,41°F,46°%,W,17°mph,26°mph,29.07°in,0.0°in,Cloudy
2014-04-10,12:51 PM,64°F,42°F,45°%,W,14°mph,18°mph,29.06°in,0.0°in,Cloudy
2014-04-10,1:51 PM,63°F,41°F,45°%,WSW,10°mph,0°mph,29.09°in,0.0°in,Cloudy
2014-04-10,2:51 PM,63°F,41°F,45°%,W,12°mph,0°mph,29.12°in,0.0°in,Cloudy
2014-04-10,3:51 PM,63°F,41°F,45°%,WSW,7°mph,0°mph,29.11°in,0.0°in,Cloudy
2014-04-10,4:51 PM,64°F,41°F,43°%,WSW,8°mph,0°mph,29.13°in,0.0°in,Cloudy
2014-04-10,5:51 PM,64°F,37°F,37°%,WNW,5°mph,0°mph,29.15°in,0.0°in,Cloudy
2014-04-10,6:51 PM,62°F,33°F,34°%,WNW,5°mph,0°mph,29.17°in,0.0°in,Cloudy
2014-04-10,7:51 PM,62°F,28°F,28°%,W,10°mph,0°mph,29.20°in,0.0°in,Cloudy
2014-04-10,8:51 PM,52°F,36°F,54°%,NE,6°mph,0°mph,29.24°in,0.0°in,Mostly Cloudy
2014-04-10,9:51 PM,52°F,36°F,54°%,CALM,0°mph,0°mph,29.25°in,0.0°in,Fair
2014-04-10,10:51 PM,48°F,35°F,61°%,CALM,0°mph,0°mph,29.27°in,0.0°in,Fair
2014-04-10,11:51 PM,48°F,36°F,63°%,CALM,0°mph,0°mph,29.27°in,0.0°in,Mostly Cloudy
2014-04-11,12:51 AM,48°F,35°F,61°%,SW,6°mph,0°mph,29.29°in,0.0°in,Mostly Cloudy
2014-04-11,1:51 AM,45°F,33°F,63°%,CALM,0°mph,0°mph,29.29°in,0.0°in,Mostly Cloudy
2014-04-11,2:51 AM,47°F,29°F,50°%,CALM,0°mph,0°mph,29.30°in,0.0°in,Mostly Cloudy
2014-04-11,3:51 AM,43°F,29°F,58°%,NW,6°mph,0°mph,29.30°in,0.0°in,Mostly Cloudy
2014-04-11,4:51 AM,42°F,28°F,58°%,NNW,5°mph,0°mph,29.31°in,0.0°in,Partly Cloudy
2014-04-11,5:51 AM,44°F,27°F,51°%,CALM,0°mph,0°mph,29.33°in,0.0°in,Fair
2014-04-11,6:51 AM,42°F,27°F,55°%,NW,3°mph,0°mph,29.34°in,0.0°in,Fair
2014-04-11,7:51 AM,49°F,29°F,46°%,NW,6°mph,0°mph,29.36°in,0.0°in,Fair
2014-04-11,8:51 AM,54°F,26°F,34°%,NNW,3°mph,0°mph,29.38°in,0.0°in,Partly Cloudy
2014-04-11,9:51 AM,58°F,21°F,24°%,ESE,5°mph,0°mph,29.37°in,0.0°in,Fair
2014-04-11,10:51 AM,61°F,16°F,17°%,CALM,0°mph,0°mph,29.37°in,0.0°in,Fair
2014-04-11,11:51 AM,63°F,16°F,16°%,CALM,0°mph,0°mph,29.36°in,0.0°in,Fair
2014-04-11,12:51 PM,65°F,16°F,15°%,CALM,0°mph,0°mph,29.35°in,0.0°in,Fair
2014-04-11,1:51 PM,68°F,21°F,17°%,S,9°mph,0°mph,29.33°in,0.0°in,Fair
2014-04-11,2:51 PM,68°F,20°F,16°%,W,13°mph,23°mph,29.31°in,0.0°in,Fair
2014-04-11,3:51 PM,68°F,22°F,17°%,WSW,18°mph,0°mph,29.31°in,0.0°in,Partly Cloudy
2014-04-11,4:51 PM,67°F,23°F,19°%,W,15°mph,24°mph,29.31°in,0.0°in,Mostly Cloudy
2014-04-11,5:51 PM,69°F,24°F,18°%,WSW,10°mph,0°mph,29.30°in,0.0°in,Mostly Cloudy
2014-04-11,6:51 PM,67°F,26°F,21°%,SW,9°mph,0°mph,29.29°in,0.0°in,Mostly Cloudy
2014-04-11,7:51 PM,64°F,27°F,25°%,SSW,6°mph,0°mph,29.29°in,0.0°in,Mostly Cloudy
2014-04-11,8:51 PM,63°F,27°F,26°%,S,8°mph,0°mph,29.31°in,0.0°in,Mostly Cloudy
2014-04-11,9:51 PM,61°F,28°F,29°%,SSW,8°mph,0°mph,29.32°in,0.0°in,Mostly Cloudy
2014-04-11,10:51 PM,59°F,29°F,32°%,SSW,6°mph,0°mph,29.32°in,0.0°in,Cloudy
2014-04-11,11:51 PM,58°F,29°F,33°%,SSW,6°mph,0°mph,29.33°in,0.0°in,Cloudy
2014-04-12,12:51 AM,57°F,29°F,34°%,CALM,0°mph,0°mph,29.34°in,0.0°in,Cloudy
2014-04-12,1:51 AM,57°F,29°F,34°%,CALM,0°mph,0°mph,29.35°in,0.0°in,Cloudy
2014-04-12,2:51 AM,56°F,30°F,37°%,S,3°mph,0°mph,29.35°in,0.0°in,Cloudy
2014-04-12,3:51 AM,55°F,32°F,42°%,S,6°mph,0°mph,29.35°in,0.0°in,Cloudy
2014-04-12,4:51 AM,53°F,33°F,47°%,S,6°mph,0°mph,29.35°in,0.0°in,Cloudy
2014-04-12,5:51 AM,52°F,34°F,50°%,SSW,6°mph,0°mph,29.34°in,0.0°in,Mostly Cloudy
2014-04-12,6:51 AM,55°F,33°F,43°%,S,8°mph,0°mph,29.31°in,0.0°in,Mostly Cloudy
2014-04-12,7:51 AM,57°F,33°F,40°%,S,10°mph,0°mph,29.31°in,0.0°in,Mostly Cloudy
2014-04-12,8:51 AM,61°F,32°F,34°%,S,15°mph,23°mph,29.28°in,0.0°in,Cloudy
2014-04-12,9:51 AM,67°F,36°F,32°%,S,17°mph,24°mph,29.26°in,0.0°in,Mostly Cloudy
2014-04-12,10:51 AM,68°F,48°F,49°%,S,18°mph,32°mph,29.24°in,0.0°in,Cloudy
2014-04-12,11:51 AM,71°F,52°F,51°%,S,16°mph,29°mph,29.20°in,0.0°in,Cloudy
2014-04-12,12:51 PM,73°F,54°F,51°%,SSW,16°mph,24°mph,29.17°in,0.0°in,Cloudy
2014-04-12,1:51 PM,75°F,55°F,50°%,SSW,20°mph,31°mph,29.13°in,0.0°in,Cloudy
2014-04-12,2:51 PM,80°F,55°F,42°%,SSW,26°mph,36°mph,29.08°in,0.0°in,Mostly Cloudy / Windy
2014-04-12,3:51 PM,79°F,54°F,42°%,SSW,29°mph,41°mph,29.05°in,0.0°in,Mostly Cloudy / Windy
2014-04-12,4:51 PM,78°F,54°F,43°%,S,25°mph,44°mph,29.04°in,0.0°in,Mostly Cloudy / Windy
2014-04-12,5:51 PM,77°F,54°F,45°%,SSW,18°mph,38°mph,29.04°in,0.0°in,Mostly Cloudy
2014-04-12,6:51 PM,75°F,53°F,46°%,SSW,16°mph,30°mph,29.06°in,0.0°in,Mostly Cloudy
2014-04-12,7:51 PM,74°F,54°F,50°%,S,15°mph,0°mph,29.07°in,0.0°in,Mostly Cloudy
2014-04-12,8:51 PM,72°F,53°F,51°%,S,17°mph,26°mph,29.07°in,0.0°in,Partly Cloudy
2014-04-12,9:51 PM,70°F,53°F,55°%,S,15°mph,24°mph,29.07°in,0.0°in,Cloudy
2014-04-12,10:51 PM,68°F,53°F,59°%,S,12°mph,0°mph,29.05°in,0.0°in,Mostly Cloudy
2014-04-12,11:51 PM,67°F,54°F,63°%,S,12°mph,0°mph,29.04°in,0.0°in,Mostly Cloudy
2014-04-13,12:51 AM,66°F,55°F,68°%,SSW,15°mph,0°mph,29.04°in,0.0°in,Mostly Cloudy
2014-04-13,1:51 AM,66°F,55°F,68°%,SSW,14°mph,0°mph,29.03°in,0.0°in,Cloudy
2014-04-13,2:51 AM,64°F,55°F,72°%,SSW,12°mph,0°mph,29.02°in,0.0°in,Cloudy
2014-04-13,3:51 AM,64°F,55°F,72°%,WSW,14°mph,23°mph,29.03°in,0.0°in,Light Rain
2014-04-13,4:51 AM,64°F,56°F,75°%,SSW,10°mph,0°mph,29.00°in,0.0°in,Cloudy
2014-04-13,5:51 AM,64°F,55°F,72°%,SSW,17°mph,0°mph,29.00°in,0.0°in,Cloudy
2014-04-13,6:51 AM,63°F,55°F,75°%,SW,16°mph,0°mph,29.03°in,0.0°in,Cloudy
2014-04-13,7:51 AM,64°F,56°F,75°%,WSW,15°mph,29°mph,29.08°in,0.0°in,Cloudy
2014-04-13,8:51 AM,66°F,56°F,70°%,SW,16°mph,24°mph,29.05°in,0.0°in,Mostly Cloudy
2014-04-13,9:51 AM,68°F,56°F,65°%,SW,14°mph,0°mph,29.07°in,0.0°in,Cloudy
2014-04-13,10:51 AM,70°F,56°F,61°%,WSW,7°mph,0°mph,29.07°in,0.0°in,Cloudy
2014-04-13,11:51 AM,58°F,46°F,65°%,ENE,18°mph,0°mph,29.10°in,0.0°in,Cloudy
2014-04-13,12:51 PM,50°F,44°F,80°%,E,15°mph,0°mph,29.12°in,0.0°in,Cloudy
2014-04-13,1:41 PM,49°F,46°F,90°%,ENE,10°mph,0°mph,29.10°in,0.0°in,Light Rain
2014-04-13,1:51 PM,49°F,46°F,90°%,ENE,10°mph,0°mph,29.10°in,0.0°in,Light Rain
2014-04-13,2:51 PM,48°F,47°F,96°%,ENE,10°mph,0°mph,29.07°in,0.0°in,Light Rain
2014-04-13,3:51 PM,49°F,48°F,97°%,E,8°mph,0°mph,29.06°in,0.1°in,Light Rain
2014-04-13,4:21 PM,50°F,48°F,93°%,ENE,12°mph,0°mph,29.02°in,0.0°in,Cloudy
2014-04-13,4:51 PM,51°F,49°F,92°%,E,12°mph,0°mph,28.99°in,0.0°in,Light Rain
2014-04-13,4:55 PM,51°F,49°F,92°%,E,10°mph,0°mph,28.99°in,0.0°in,Light Rain
2014-04-13,5:51 PM,50°F,49°F,96°%,E,9°mph,0°mph,28.95°in,0.0°in,Light Rain
2014-04-13,6:12 PM,48°F,47°F,96°%,E,12°mph,0°mph,28.95°in,0.0°in,Light Drizzle
2014-04-13,6:33 PM,47°F,46°F,97°%,E,7°mph,0°mph,28.96°in,0.1°in,Rain
2014-04-13,6:36 PM,47°F,46°F,97°%,E,12°mph,0°mph,28.94°in,0.1°in,Heavy Rain
2014-04-13,6:43 PM,47°F,46°F,97°%,NE,8°mph,0°mph,28.94°in,0.2°in,Rain
2014-04-13,6:51 PM,47°F,46°F,97°%,ENE,15°mph,0°mph,28.90°in,0.2°in,Light Rain
2014-04-13,7:27 PM,47°F,47°F,100°%,VAR,5°mph,0°mph,28.92°in,0.0°in,Light Rain
2014-04-13,7:51 PM,49°F,48°F,97°%,E,5°mph,0°mph,28.91°in,0.0°in,Light Rain
2014-04-13,8:13 PM,51°F,50°F,96°%,ESE,7°mph,0°mph,28.88°in,0.1°in,Light Rain
2014-04-13,8:51 PM,63°F,62°F,97°%,S,18°mph,29°mph,28.85°in,0.1°in,Cloudy
2014-04-13,9:51 PM,66°F,60°F,81°%,S,17°mph,26°mph,28.84°in,0.0°in,Cloudy
2014-04-13,10:51 PM,66°F,60°F,81°%,S,22°mph,30°mph,28.83°in,0.0°in,Cloudy / Windy
2014-04-13,11:51 PM,66°F,60°F,81°%,SSW,24°mph,44°mph,28.81°in,0.0°in,Light Rain / Windy
2014-04-14,12:51 AM,64°F,60°F,87°%,SSW,20°mph,28°mph,28.78°in,0.0°in,Light Rain
2014-04-14,1:08 AM,64°F,60°F,87°%,S,15°mph,29°mph,28.75°in,0.0°in,Light Rain
2014-04-14,1:40 AM,64°F,60°F,87°%,S,18°mph,29°mph,28.72°in,0.0°in,Cloudy
2014-04-14,1:51 AM,64°F,60°F,87°%,S,16°mph,26°mph,28.72°in,0.0°in,Cloudy
2014-04-14,2:51 AM,64°F,59°F,84°%,SSW,28°mph,37°mph,28.71°in,0.0°in,Cloudy / Windy
2014-04-14,3:51 AM,60°F,55°F,83°%,SW,22°mph,30°mph,28.72°in,0.0°in,Cloudy / Windy
2014-04-14,4:04 AM,60°F,55°F,83°%,SW,17°mph,25°mph,28.72°in,0.0°in,Cloudy
2014-04-14,4:18 AM,59°F,54°F,83°%,SW,21°mph,30°mph,28.73°in,0.0°in,Cloudy / Windy
2014-04-14,4:51 AM,58°F,54°F,87°%,WSW,24°mph,33°mph,28.76°in,0.0°in,Cloudy / Windy
2014-04-14,5:21 AM,54°F,52°F,93°%,WSW,16°mph,29°mph,28.81°in,0.0°in,Light Rain
2014-04-14,5:41 AM,43°F,41°F,93°%,NNW,30°mph,36°mph,28.85°in,0.0°in,Light Rain / Windy
2014-04-14,5:51 AM,41°F,39°F,93°%,NNW,24°mph,37°mph,28.87°in,0.0°in,Light Rain / Windy
2014-04-14,6:51 AM,41°F,38°F,89°%,N,13°mph,0°mph,28.94°in,0.0°in,Light Rain
2014-04-14,7:36 AM,41°F,37°F,86°%,NNW,20°mph,28°mph,28.98°in,0.0°in,Light Rain
2014-04-14,7:51 AM,41°F,37°F,86°%,NNW,15°mph,0°mph,28.99°in,0.0°in,Light Rain
2014-04-14,8:51 AM,38°F,34°F,86°%,N,13°mph,21°mph,29.06°in,0.1°in,Light Rain
2014-04-14,9:51 AM,41°F,35°F,79°%,N,14°mph,0°mph,29.08°in,0.0°in,Cloudy
2014-04-14,10:51 AM,41°F,35°F,79°%,NNW,21°mph,28°mph,29.14°in,0.0°in,Cloudy / Windy
2014-04-14,11:34 AM,42°F,35°F,76°%,N,12°mph,0°mph,29.15°in,0.0°in,Cloudy
2014-04-14,11:51 AM,41°F,35°F,79°%,N,14°mph,0°mph,29.14°in,0.0°in,Cloudy
2014-04-14,12:51 PM,41°F,34°F,76°%,NNW,16°mph,0°mph,29.15°in,0.0°in,Cloudy
2014-04-14,1:51 PM,43°F,32°F,65°%,NNE,8°mph,0°mph,29.16°in,0.0°in,Cloudy
2014-04-14,2:51 PM,41°F,32°F,70°%,NNW,15°mph,0°mph,29.17°in,0.0°in,Cloudy
2014-04-14,3:51 PM,38°F,33°F,83°%,NW,16°mph,0°mph,29.19°in,0.0°in,Light Drizzle
2014-04-14,4:51 PM,36°F,33°F,89°%,NW,16°mph,0°mph,29.21°in,0.0°in,Rain and Snow
2014-04-14,5:46 PM,36°F,30°F,81°%,NNW,18°mph,0°mph,29.23°in,0.0°in,Light Snow
2014-04-14,5:51 PM,35°F,31°F,85°%,NNW,16°mph,0°mph,29.23°in,0.0°in,Light Snow
2014-04-14,6:12 PM,34°F,31°F,89°%,N,10°mph,24°mph,29.24°in,0.0°in,Light Snow
2014-04-14,6:25 PM,34°F,32°F,92°%,NW,13°mph,0°mph,29.25°in,0.0°in,Light Snow
2014-04-14,6:34 PM,33°F,31°F,92°%,NNW,16°mph,0°mph,29.26°in,0.0°in,Light Snow
2014-04-14,6:46 PM,34°F,30°F,87°%,NNW,15°mph,0°mph,29.26°in,0.0°in,Light Snow
2014-04-14,6:51 PM,33°F,31°F,92°%,NNW,13°mph,0°mph,29.26°in,0.0°in,Light Snow
