Date,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
2022-01-24,8:53 AM,22°F,17°F,82°%,SSW,9°mph,0°mph,28.97°in,0.0°in,Light Snow
2022-01-24,9:53 AM,24°F,19°F,81°%,SSW,9°mph,0°mph,28.96°in,0.0°in,Light Snow
2022-01-24,10:33 AM,25°F,19°F,78°%,SW,7°mph,0°mph,28.96°in,0.0°in,Light Snow
2022-01-24,10:53 AM,26°F,20°F,78°%,SSW,8°mph,0°mph,28.95°in,0.0°in,Light Snow
2022-01-24,11:02 AM,26°F,20°F,78°%,WSW,9°mph,0°mph,28.95°in,0.0°in,Light Snow
2022-01-24,11:20 AM,27°F,20°F,75°%,WSW,9°mph,0°mph,28.97°in,0.0°in,Light Snow
2022-01-24,11:53 AM,28°F,21°F,75°%,W,10°mph,0°mph,28.97°in,0.0°in,Light Snow
2022-01-24,12:26 PM,28°F,20°F,72°%,WNW,13°mph,0°mph,28.96°in,0.0°in,Light Snow
2022-01-24,12:53 PM,28°F,19°F,69°%,WNW,12°mph,0°mph,28.97°in,0.0°in,Cloudy
2022-01-24,1:53 PM,28°F,18°F,66°%,NW,12°mph,0°mph,28.98°in,0.0°in,Cloudy
2022-01-24,2:53 PM,28°F,17°F,63°%,NW,9°mph,0°mph,29.01°in,0.0°in,Cloudy
2022-01-24,3:53 PM,27°F,17°F,66°%,NNW,15°mph,0°mph,29.04°in,0.0°in,Cloudy
2022-01-24,4:18 PM,26°F,16°F,66°%,NW,14°mph,0°mph,29.06°in,0.0°in,Light Snow
2022-01-24,4:41 PM,25°F,15°F,66°%,NNW,16°mph,0°mph,29.08°in,0.0°in,Cloudy
2022-01-24,4:53 PM,25°F,15°F,66°%,NNW,14°mph,0°mph,29.09°in,0.0°in,Cloudy
2022-01-24,5:31 PM,24°F,13°F,62°%,NNW,20°mph,25°mph,29.11°in,0.0°in,Cloudy
2022-01-24,5:53 PM,21°F,10°F,63°%,NNW,18°mph,0°mph,29.13°in,0.0°in,Mostly Cloudy
2022-01-24,6:53 PM,19°F,8°F,62°%,NW,14°mph,0°mph,29.18°in,0.0°in,Partly Cloudy
2022-01-24,7:53 PM,17°F,6°F,62°%,NW,15°mph,0°mph,29.24°in,0.0°in,Fair
2022-01-24,8:53 PM,16°F,5°F,62°%,NW,12°mph,0°mph,29.27°in,0.0°in,Fair
2022-01-24,9:53 PM,15°F,5°F,64°%,NW,9°mph,0°mph,29.29°in,0.0°in,Fair
2022-01-24,10:53 PM,15°F,4°F,61°%,NW,12°mph,0°mph,29.31°in,0.0°in,Fair
2022-01-24,11:53 PM,14°F,3°F,62°%,NW,12°mph,0°mph,29.34°in,0.0°in,Fair
2022-01-24,12:53 AM,13°F,3°F,65°%,NW,10°mph,0°mph,29.36°in,0.0°in,Fair
2022-01-25,1:53 AM,12°F,2°F,64°%,NW,12°mph,0°mph,29.37°in,0.0°in,Fair
2022-01-25,2:53 AM,11°F,1°F,64°%,NW,9°mph,0°mph,29.40°in,0.0°in,Fair
2022-01-25,3:53 AM,11°F,0°F,61°%,NW,10°mph,0°mph,29.43°in,0.0°in,Fair
2022-01-25,4:53 AM,9°F,-1°F,64°%,NW,9°mph,0°mph,29.45°in,0.0°in,Fair
2022-01-25,5:53 AM,8°F,-2°F,64°%,NW,10°mph,0°mph,29.47°in,0.0°in,Fair
2022-01-25,6:53 AM,7°F,-3°F,64°%,NNW,10°mph,0°mph,29.50°in,0.0°in,Fair
2022-01-25,7:53 AM,6°F,-4°F,63°%,NW,8°mph,0°mph,29.53°in,0.0°in,Fair
2022-01-25,8:53 AM,6°F,-4°F,63°%,NW,8°mph,0°mph,29.55°in,0.0°in,Fair
2022-01-25,9:53 AM,8°F,-4°F,58°%,NNW,12°mph,0°mph,29.58°in,0.0°in,Fair
2022-01-25,10:53 AM,10°F,-4°F,53°%,NW,10°mph,0°mph,29.61°in,0.0°in,Fair
2022-01-25,11:53 AM,12°F,-4°F,49°%,WNW,10°mph,0°mph,29.63°in,0.0°in,Fair
2022-01-25,12:53 PM,14°F,-4°F,45°%,WNW,13°mph,0°mph,29.62°in,0.0°in,Fair
2022-01-25,1:53 PM,14°F,-4°F,45°%,NW,14°mph,20°mph,29.61°in,0.0°in,Fair
2022-01-25,2:53 PM,14°F,-6°F,41°%,NW,16°mph,0°mph,29.61°in,0.0°in,Fair
2022-01-25,3:53 PM,14°F,-6°F,41°%,NW,13°mph,0°mph,29.62°in,0.0°in,Fair
2022-01-25,4:53 PM,14°F,-6°F,41°%,WNW,12°mph,0°mph,29.63°in,0.0°in,Partly Cloudy
2022-01-25,5:53 PM,12°F,-4°F,49°%,W,12°mph,0°mph,29.65°in,0.0°in,Fair
2022-01-25,6:53 PM,9°F,-5°F,53°%,W,15°mph,0°mph,29.68°in,0.0°in,Fair
2022-01-25,7:53 PM,7°F,-7°F,53°%,WNW,10°mph,0°mph,29.71°in,0.0°in,Fair
2022-01-25,8:53 PM,6°F,-8°F,53°%,WNW,9°mph,0°mph,29.71°in,0.0°in,Fair
2022-01-25,9:53 PM,5°F,-9°F,52°%,NW,12°mph,0°mph,29.72°in,0.0°in,Fair
2022-01-25,10:53 PM,4°F,-9°F,55°%,NW,9°mph,0°mph,29.73°in,0.0°in,Fair
2022-01-25,11:53 PM,3°F,-10°F,55°%,NW,10°mph,0°mph,29.74°in,0.0°in,Fair
2022-01-25,12:53 AM,2°F,-10°F,58°%,NW,10°mph,0°mph,29.75°in,0.0°in,Fair
2022-01-26,1:53 AM,1°F,-11°F,57°%,NW,10°mph,0°mph,29.76°in,0.0°in,Fair
2022-01-26,2:53 AM,0°F,-12°F,57°%,WNW,8°mph,0°mph,29.77°in,0.0°in,Fair
2022-01-26,3:53 AM,-1°F,-12°F,60°%,NW,9°mph,0°mph,29.78°in,0.0°in,Fair
2022-01-26,4:53 AM,-2°F,-13°F,60°%,NW,7°mph,0°mph,29.78°in,0.0°in,Fair
2022-01-26,5:53 AM,-2°F,-13°F,60°%,WNW,6°mph,0°mph,29.80°in,0.0°in,Fair
2022-01-26,6:53 AM,-3°F,-13°F,62°%,WNW,5°mph,0°mph,29.80°in,0.0°in,Fair
2022-01-26,7:53 AM,-4°F,-13°F,65°%,W,6°mph,0°mph,29.81°in,0.0°in,Fair
2022-01-26,8:53 AM,-4°F,-13°F,65°%,WSW,6°mph,0°mph,29.82°in,0.0°in,Fair
2022-01-26,9:53 AM,-3°F,-11°F,68°%,WSW,6°mph,0°mph,29.82°in,0.0°in,Fair
2022-01-26,10:53 AM,1°F,-10°F,60°%,SW,6°mph,0°mph,29.82°in,0.0°in,Fair
2022-01-26,11:53 AM,5°F,-9°F,52°%,SW,9°mph,0°mph,29.81°in,0.0°in,Fair
2022-01-26,12:53 PM,7°F,-9°F,48°%,WSW,9°mph,0°mph,29.78°in,0.0°in,Fair
2022-01-26,1:53 PM,8°F,-8°F,48°%,WSW,10°mph,0°mph,29.76°in,0.0°in,Fair
2022-01-26,2:53 PM,10°F,-8°F,44°%,SW,9°mph,20°mph,29.72°in,0.0°in,Fair
2022-01-26,3:53 PM,12°F,-6°F,44°%,SSW,8°mph,0°mph,29.71°in,0.0°in,Fair
2022-01-26,4:53 PM,13°F,-4°F,47°%,SSW,9°mph,0°mph,29.69°in,0.0°in,Fair
2022-01-26,5:53 PM,11°F,-3°F,54°%,S,10°mph,25°mph,29.68°in,0.0°in,Fair
2022-01-26,6:53 PM,9°F,-4°F,56°%,S,9°mph,0°mph,29.67°in,0.0°in,Fair
2022-01-26,7:53 PM,9°F,-3°F,59°%,S,9°mph,0°mph,29.64°in,0.0°in,Fair
2022-01-26,8:53 PM,8°F,-3°F,61°%,S,8°mph,0°mph,29.61°in,0.0°in,Fair
2022-01-26,9:53 PM,9°F,-3°F,59°%,S,10°mph,0°mph,29.59°in,0.0°in,Fair
2022-01-26,10:53 PM,11°F,-2°F,56°%,SSW,9°mph,0°mph,29.57°in,0.0°in,Fair
2022-01-26,11:53 PM,14°F,-1°F,52°%,SSW,15°mph,24°mph,29.56°in,0.0°in,Partly Cloudy
2022-01-26,12:53 AM,14°F,0°F,54°%,SSW,14°mph,0°mph,29.53°in,0.0°in,Partly Cloudy
2022-01-27,1:53 AM,16°F,2°F,54°%,SSW,15°mph,0°mph,29.51°in,0.0°in,Cloudy
2022-01-27,2:53 AM,18°F,3°F,52°%,SSW,15°mph,23°mph,29.49°in,0.0°in,Cloudy
2022-01-27,3:53 AM,19°F,4°F,52°%,SW,12°mph,0°mph,29.47°in,0.0°in,Cloudy
2022-01-27,4:53 AM,20°F,6°F,55°%,SSW,13°mph,0°mph,29.44°in,0.0°in,Cloudy
2022-01-27,5:53 AM,21°F,8°F,57°%,SW,12°mph,0°mph,29.44°in,0.0°in,Cloudy
2022-01-27,6:53 AM,22°F,8°F,55°%,SSW,15°mph,25°mph,29.41°in,0.0°in,Cloudy
2022-01-27,7:53 AM,24°F,9°F,53°%,SSW,15°mph,0°mph,29.42°in,0.0°in,Cloudy
2022-01-27,8:53 AM,25°F,10°F,53°%,SSW,10°mph,22°mph,29.42°in,0.0°in,Mostly Cloudy
2022-01-27,9:53 AM,27°F,11°F,51°%,SW,12°mph,23°mph,29.42°in,0.0°in,Cloudy
2022-01-27,10:53 AM,29°F,13°F,51°%,WSW,15°mph,23°mph,29.42°in,0.0°in,Cloudy
2022-01-27,11:53 AM,31°F,15°F,52°%,W,20°mph,29°mph,29.42°in,0.0°in,Cloudy
2022-01-27,12:53 PM,30°F,16°F,56°%,WSW,15°mph,25°mph,29.42°in,0.0°in,Cloudy
2022-01-27,1:43 PM,31°F,17°F,57°%,WSW,15°mph,0°mph,29.41°in,0.0°in,Cloudy
2022-01-27,1:53 PM,31°F,18°F,59°%,W,14°mph,0°mph,29.41°in,0.0°in,Cloudy
2022-01-27,2:37 PM,32°F,19°F,59°%,W,15°mph,20°mph,29.41°in,0.0°in,Cloudy
2022-01-27,2:53 PM,32°F,20°F,61°%,W,10°mph,0°mph,29.41°in,0.0°in,Cloudy
2022-01-27,3:53 PM,33°F,20°F,59°%,W,13°mph,0°mph,29.43°in,0.0°in,Mostly Cloudy
2022-01-27,4:53 PM,33°F,20°F,59°%,W,10°mph,0°mph,29.45°in,0.0°in,Mostly Cloudy
2022-01-27,5:53 PM,31°F,20°F,64°%,W,6°mph,0°mph,29.48°in,0.0°in,Mostly Cloudy
2022-01-27,6:53 PM,30°F,20°F,66°%,W,6°mph,0°mph,29.49°in,0.0°in,Cloudy
2022-01-27,7:53 PM,31°F,21°F,67°%,W,5°mph,0°mph,29.51°in,0.0°in,Light Snow
2022-01-27,8:53 PM,31°F,22°F,69°%,NNW,6°mph,0°mph,29.53°in,0.0°in,Light Snow
2022-01-27,9:53 PM,31°F,23°F,72°%,NNE,8°mph,0°mph,29.53°in,0.0°in,Light Snow
2022-01-27,10:27 PM,31°F,21°F,67°%,N,14°mph,0°mph,29.54°in,0.0°in,Light Snow
2022-01-27,10:53 PM,31°F,20°F,64°%,NNE,8°mph,0°mph,29.54°in,0.0°in,Light Snow
2022-01-27,11:53 PM,30°F,19°F,64°%,NNE,12°mph,0°mph,29.54°in,0.0°in,Light Snow
2022-01-27,12:53 AM,29°F,19°F,67°%,N,7°mph,0°mph,29.55°in,0.0°in,Light Snow
2022-01-28,1:04 AM,29°F,19°F,67°%,N,12°mph,0°mph,29.55°in,0.0°in,Light Snow
2022-01-28,1:34 AM,28°F,22°F,78°%,N,10°mph,0°mph,29.55°in,0.0°in,Light Snow
2022-01-28,1:53 AM,27°F,22°F,81°%,N,12°mph,0°mph,29.55°in,0.0°in,Light Snow
2022-01-28,2:22 AM,28°F,23°F,81°%,NNE,15°mph,0°mph,29.55°in,0.0°in,Light Snow
2022-01-28,2:29 AM,28°F,23°F,81°%,NNE,13°mph,22°mph,29.55°in,0.0°in,Light Snow
2022-01-28,2:53 AM,27°F,23°F,85°%,N,14°mph,0°mph,29.56°in,0.0°in,Light Snow
2022-01-28,3:17 AM,27°F,22°F,81°%,N,10°mph,0°mph,29.56°in,0.0°in,Light Snow
2022-01-28,3:39 AM,26°F,21°F,81°%,N,10°mph,0°mph,29.56°in,0.0°in,Light Snow
2022-01-28,3:53 AM,24°F,20°F,84°%,N,15°mph,0°mph,29.56°in,0.0°in,Light Snow
2022-01-28,4:24 AM,24°F,19°F,81°%,N,13°mph,0°mph,29.56°in,0.0°in,Snow
2022-01-28,4:42 AM,23°F,19°F,85°%,N,10°mph,0°mph,29.56°in,0.0°in,Light Snow
2022-01-28,4:53 AM,23°F,18°F,81°%,N,10°mph,0°mph,29.56°in,0.0°in,Light Snow
2022-01-28,5:01 AM,23°F,18°F,81°%,N,12°mph,0°mph,29.56°in,0.0°in,Snow
2022-01-28,5:24 AM,22°F,18°F,85°%,N,10°mph,0°mph,29.56°in,0.0°in,Light Snow
2022-01-28,5:40 AM,22°F,17°F,82°%,N,9°mph,0°mph,29.57°in,0.0°in,Snow
2022-01-28,5:53 AM,22°F,17°F,82°%,N,12°mph,0°mph,29.57°in,0.0°in,Snow
2022-01-28,6:09 AM,21°F,17°F,85°%,NNW,10°mph,0°mph,29.57°in,0.0°in,Light Snow
2022-01-28,6:25 AM,22°F,17°F,82°%,NNW,8°mph,0°mph,29.58°in,0.0°in,Light Snow
2022-01-28,6:53 AM,24°F,18°F,77°%,NE,10°mph,0°mph,29.58°in,0.0°in,Light Snow
2022-01-28,7:53 AM,24°F,16°F,71°%,NE,9°mph,0°mph,29.61°in,0.0°in,Light Snow
2022-01-28,8:38 AM,20°F,15°F,81°%,NW,12°mph,0°mph,29.62°in,0.0°in,Light Snow
2022-01-28,8:53 AM,20°F,15°F,81°%,NNW,10°mph,0°mph,29.62°in,0.0°in,Light Snow
2022-01-28,9:53 AM,20°F,14°F,78°%,N,13°mph,0°mph,29.63°in,0.0°in,Light Snow
2022-01-28,10:53 AM,21°F,15°F,78°%,N,9°mph,0°mph,29.64°in,0.0°in,Light Snow
2022-01-28,11:23 AM,21°F,15°F,78°%,N,9°mph,0°mph,29.65°in,0.0°in,Light Snow
2022-01-28,11:53 AM,22°F,15°F,75°%,NNW,8°mph,0°mph,29.65°in,0.0°in,Light Snow
2022-01-28,12:53 PM,23°F,16°F,74°%,N,8°mph,0°mph,29.64°in,0.0°in,Light Snow
2022-01-28,1:31 PM,23°F,16°F,74°%,NNW,10°mph,0°mph,29.63°in,0.0°in,Light Snow
2022-01-28,1:40 PM,23°F,16°F,74°%,NNW,9°mph,0°mph,29.63°in,0.0°in,Mostly Cloudy
2022-01-28,1:53 PM,23°F,16°F,74°%,NNW,9°mph,0°mph,29.62°in,0.0°in,Mostly Cloudy
2022-01-28,2:05 PM,23°F,16°F,74°%,NNW,10°mph,0°mph,29.62°in,0.0°in,Light Snow
2022-01-28,2:08 PM,23°F,16°F,74°%,NNW,10°mph,0°mph,29.62°in,0.0°in,Light Snow
2022-01-28,2:27 PM,22°F,14°F,72°%,NNW,10°mph,0°mph,29.62°in,0.0°in,Light Snow
2022-01-28,2:43 PM,23°F,14°F,68°%,WNW,8°mph,0°mph,29.62°in,0.0°in,Cloudy
2022-01-28,2:53 PM,22°F,12°F,66°%,NW,7°mph,0°mph,29.62°in,0.0°in,Mostly Cloudy
2022-01-28,3:26 PM,24°F,11°F,57°%,NW,9°mph,0°mph,29.62°in,0.0°in,Partly Cloudy
2022-01-28,3:53 PM,25°F,11°F,55°%,NW,10°mph,0°mph,29.62°in,0.0°in,Partly Cloudy
2022-01-28,4:53 PM,25°F,10°F,53°%,NW,8°mph,0°mph,29.62°in,0.0°in,Fair
2022-01-28,5:53 PM,23°F,9°F,55°%,NW,7°mph,0°mph,29.63°in,0.0°in,Fair
2022-01-28,6:53 PM,21°F,8°F,57°%,WNW,8°mph,0°mph,29.64°in,0.0°in,Fair
2022-01-28,7:53 PM,18°F,6°F,60°%,WNW,9°mph,0°mph,29.66°in,0.0°in,Fair
2022-01-28,8:53 PM,16°F,3°F,57°%,WNW,9°mph,0°mph,29.67°in,0.0°in,Mostly Cloudy
2022-01-28,9:53 PM,16°F,3°F,57°%,WNW,8°mph,0°mph,29.66°in,0.0°in,Mostly Cloudy
2022-01-28,10:53 PM,15°F,2°F,56°%,W,5°mph,0°mph,29.65°in,0.0°in,Mostly Cloudy
2022-01-28,11:53 PM,13°F,1°F,59°%,W,7°mph,0°mph,29.64°in,0.0°in,Partly Cloudy
2022-01-28,12:53 AM,14°F,2°F,59°%,W,5°mph,0°mph,29.63°in,0.0°in,Cloudy
2022-01-29,1:53 AM,14°F,2°F,59°%,WNW,5°mph,0°mph,29.61°in,0.0°in,Cloudy
2022-01-29,2:53 AM,14°F,1°F,56°%,W,7°mph,0°mph,29.61°in,0.0°in,Cloudy
2022-01-29,3:53 AM,11°F,0°F,61°%,WSW,8°mph,0°mph,29.60°in,0.0°in,Mostly Cloudy
2022-01-29,4:53 AM,10°F,0°F,64°%,WSW,5°mph,0°mph,29.58°in,0.0°in,Mostly Cloudy
2022-01-29,5:53 AM,12°F,1°F,61°%,W,7°mph,0°mph,29.57°in,0.0°in,Cloudy
2022-01-29,6:53 AM,13°F,2°F,62°%,W,8°mph,0°mph,29.57°in,0.0°in,Cloudy
2022-01-29,7:53 AM,11°F,1°F,64°%,SW,8°mph,0°mph,29.57°in,0.0°in,Mostly Cloudy
2022-01-29,8:53 AM,9°F,1°F,70°%,WSW,6°mph,0°mph,29.56°in,0.0°in,Partly Cloudy
2022-01-29,9:53 AM,11°F,2°F,67°%,WSW,8°mph,0°mph,29.56°in,0.0°in,Mostly Cloudy
2022-01-29,10:53 AM,15°F,3°F,59°%,SW,9°mph,0°mph,29.55°in,0.0°in,Partly Cloudy
2022-01-29,11:53 AM,17°F,2°F,52°%,SW,8°mph,0°mph,29.53°in,0.0°in,Partly Cloudy
2022-01-29,12:53 PM,19°F,3°F,50°%,SW,10°mph,0°mph,29.50°in,0.0°in,Mostly Cloudy
2022-01-29,1:53 PM,21°F,4°F,48°%,S,9°mph,0°mph,29.44°in,0.0°in,Fair
2022-01-29,2:53 PM,22°F,5°F,48°%,SSW,7°mph,0°mph,29.41°in,0.0°in,Mostly Cloudy
2022-01-29,3:53 PM,22°F,4°F,46°%,SSW,9°mph,0°mph,29.39°in,0.0°in,Mostly Cloudy
2022-01-29,4:53 PM,22°F,5°F,48°%,S,10°mph,22°mph,29.36°in,0.0°in,Mostly Cloudy
2022-01-29,5:53 PM,22°F,7°F,53°%,SSW,9°mph,0°mph,29.35°in,0.0°in,Cloudy
2022-01-29,6:53 PM,22°F,8°F,55°%,S,6°mph,0°mph,29.33°in,0.0°in,Cloudy
2022-01-29,7:53 PM,23°F,8°F,53°%,S,7°mph,0°mph,29.31°in,0.0°in,Cloudy
2022-01-29,8:53 PM,23°F,9°F,55°%,S,8°mph,0°mph,29.28°in,0.0°in,Cloudy
2022-01-29,9:53 PM,22°F,8°F,55°%,SSE,7°mph,0°mph,29.27°in,0.0°in,Mostly Cloudy
2022-01-29,10:53 PM,22°F,9°F,58°%,S,7°mph,0°mph,29.25°in,0.0°in,Mostly Cloudy
2022-01-29,11:53 PM,22°F,9°F,58°%,SSE,6°mph,0°mph,29.23°in,0.0°in,Fair
2022-01-29,12:53 AM,19°F,8°F,62°%,SE,5°mph,0°mph,29.21°in,0.0°in,Fair
2022-01-30,1:53 AM,20°F,8°F,60°%,SSE,6°mph,0°mph,29.18°in,0.0°in,Fair
2022-01-30,2:53 AM,19°F,8°F,62°%,SSE,6°mph,0°mph,29.16°in,0.0°in,Fair
2022-01-30,3:53 AM,19°F,9°F,65°%,S,3°mph,0°mph,29.15°in,0.0°in,Fair
2022-01-30,4:53 AM,15°F,7°F,70°%,SSW,3°mph,0°mph,29.13°in,0.0°in,Fair
2022-01-30,5:53 AM,16°F,8°F,71°%,CALM,0°mph,0°mph,29.15°in,0.0°in,Fair
2022-01-30,6:53 AM,15°F,9°F,77°%,NNW,5°mph,0°mph,29.19°in,0.0°in,Fair
2022-01-30,7:53 AM,15°F,9°F,77°%,NW,6°mph,0°mph,29.20°in,0.0°in,Fair
2022-01-30,8:53 AM,19°F,11°F,71°%,N,9°mph,0°mph,29.21°in,0.0°in,Fair
2022-01-30,9:53 AM,20°F,12°F,71°%,NNW,8°mph,0°mph,29.25°in,0.0°in,Mostly Cloudy
2022-01-30,10:53 AM,23°F,14°F,68°%,NNW,10°mph,0°mph,29.27°in,0.0°in,Mostly Cloudy
2022-01-30,11:53 AM,28°F,16°F,61°%,NW,6°mph,0°mph,29.28°in,0.0°in,Mostly Cloudy
2022-01-30,12:53 PM,31°F,19°F,61°%,N,8°mph,0°mph,29.28°in,0.0°in,Mostly Cloudy
2022-01-30,1:53 PM,32°F,20°F,61°%,N,6°mph,0°mph,29.28°in,0.0°in,Mostly Cloudy
2022-01-30,2:53 PM,32°F,21°F,64°%,N,8°mph,0°mph,29.30°in,0.0°in,Cloudy
2022-01-30,3:13 PM,32°F,21°F,64°%,N,8°mph,0°mph,29.30°in,0.0°in,Light Snow
2022-01-30,3:53 PM,31°F,19°F,61°%,NW,10°mph,0°mph,29.33°in,0.0°in,Cloudy
2022-01-30,4:53 PM,31°F,19°F,61°%,NNW,9°mph,0°mph,29.35°in,0.0°in,Cloudy
2022-01-30,5:53 PM,31°F,18°F,59°%,NNW,10°mph,0°mph,29.37°in,0.0°in,Cloudy
2022-01-30,6:53 PM,30°F,17°F,59°%,N,6°mph,0°mph,29.38°in,0.0°in,Cloudy
2022-01-30,7:16 PM,30°F,16°F,56°%,NNW,7°mph,0°mph,29.39°in,0.0°in,Cloudy
2022-01-30,7:53 PM,30°F,17°F,59°%,NNW,6°mph,0°mph,29.41°in,0.0°in,Cloudy
2022-01-30,8:53 PM,30°F,16°F,56°%,NNW,7°mph,0°mph,29.41°in,0.0°in,Cloudy
2022-01-30,9:53 PM,30°F,17°F,59°%,WNW,5°mph,0°mph,29.43°in,0.0°in,Cloudy
2022-01-30,10:53 PM,29°F,16°F,58°%,WNW,6°mph,0°mph,29.44°in,0.0°in,Cloudy
2022-01-30,11:53 PM,29°F,16°F,58°%,WNW,3°mph,0°mph,29.44°in,0.0°in,Cloudy
2022-01-30,12:53 AM,29°F,16°F,58°%,W,3°mph,0°mph,29.44°in,0.0°in,Cloudy
2022-01-31,1:53 AM,29°F,17°F,61°%,W,3°mph,0°mph,29.44°in,0.0°in,Cloudy
2022-01-31,2:53 AM,28°F,17°F,63°%,NW,5°mph,0°mph,29.44°in,0.0°in,Cloudy
2022-01-31,3:53 AM,29°F,17°F,61°%,CALM,0°mph,0°mph,29.43°in,0.0°in,Cloudy
2022-01-31,4:53 AM,28°F,18°F,66°%,CALM,0°mph,0°mph,29.43°in,0.0°in,Cloudy
2022-01-31,5:53 AM,29°F,18°F,64°%,CALM,0°mph,0°mph,29.45°in,0.0°in,Cloudy
2022-01-31,6:53 AM,29°F,20°F,69°%,CALM,0°mph,0°mph,29.45°in,0.0°in,Cloudy
2022-01-31,7:53 AM,29°F,20°F,69°%,SE,3°mph,0°mph,29.46°in,0.0°in,Cloudy
2022-01-31,8:53 AM,30°F,20°F,66°%,S,6°mph,0°mph,29.47°in,0.0°in,Cloudy
2022-01-31,9:53 AM,31°F,20°F,64°%,S,8°mph,0°mph,29.47°in,0.0°in,Cloudy
2022-01-31,10:53 AM,32°F,22°F,66°%,SSE,8°mph,0°mph,29.47°in,0.0°in,Cloudy
2022-01-31,11:53 AM,34°F,22°F,61°%,S,9°mph,0°mph,29.47°in,0.0°in,Mostly Cloudy
2022-01-31,12:08 PM,34°F,21°F,59°%,SSE,10°mph,21°mph,29.47°in,0.0°in,Mostly Cloudy
2022-01-31,12:53 PM,35°F,21°F,57°%,S,9°mph,0°mph,29.45°in,0.0°in,Mostly Cloudy
2022-01-31,1:53 PM,34°F,19°F,54°%,SSE,13°mph,26°mph,29.43°in,0.0°in,Mostly Cloudy
2022-01-31,2:53 PM,35°F,18°F,50°%,S,15°mph,29°mph,29.40°in,0.0°in,Partly Cloudy
2022-01-31,3:53 PM,34°F,17°F,50°%,SSE,13°mph,26°mph,29.39°in,0.0°in,Mostly Cloudy
2022-01-31,4:53 PM,34°F,17°F,50°%,SSE,15°mph,26°mph,29.40°in,0.0°in,Cloudy
2022-01-31,5:53 PM,33°F,19°F,56°%,SE,12°mph,22°mph,29.39°in,0.0°in,Cloudy
2022-01-31,9:53 PM,33°F,20°F,59°%,SSE,9°mph,20°mph,29.35°in,0.0°in,Cloudy
2022-01-31,10:53 PM,33°F,20°F,59°%,SSE,10°mph,0°mph,29.34°in,0.0°in,Cloudy
2022-01-31,11:53 PM,34°F,21°F,59°%,S,10°mph,22°mph,29.33°in,0.0°in,Cloudy
2022-01-31,12:53 AM,34°F,22°F,61°%,S,10°mph,0°mph,29.31°in,0.0°in,Cloudy
2022-02-01,1:53 AM,34°F,22°F,61°%,S,10°mph,0°mph,29.29°in,0.0°in,Mostly Cloudy
2022-02-01,2:53 AM,35°F,22°F,59°%,S,13°mph,22°mph,29.28°in,0.0°in,Mostly Cloudy
2022-02-01,3:53 AM,36°F,22°F,57°%,S,12°mph,0°mph,29.27°in,0.0°in,Fair
2022-02-01,4:53 AM,37°F,23°F,57°%,S,10°mph,0°mph,29.25°in,0.0°in,Cloudy
2022-02-01,5:53 AM,38°F,23°F,55°%,S,15°mph,0°mph,29.23°in,0.0°in,Cloudy
2022-02-01,6:53 AM,38°F,24°F,57°%,S,13°mph,0°mph,29.23°in,0.0°in,Cloudy
2022-02-01,7:53 AM,38°F,25°F,60°%,S,13°mph,0°mph,29.20°in,0.0°in,Mostly Cloudy
2022-02-01,8:53 AM,40°F,26°F,58°%,SSW,14°mph,0°mph,29.21°in,0.0°in,Mostly Cloudy
2022-02-01,9:53 AM,42°F,28°F,58°%,SSW,17°mph,30°mph,29.21°in,0.0°in,Mostly Cloudy
2022-02-01,10:53 AM,43°F,30°F,60°%,SSW,14°mph,25°mph,29.23°in,0.0°in,Mostly Cloudy
2022-02-01,11:53 AM,47°F,33°F,59°%,SSW,14°mph,23°mph,29.23°in,0.0°in,Mostly Cloudy
2022-02-01,12:53 PM,47°F,34°F,61°%,SSW,10°mph,0°mph,29.22°in,0.0°in,Mostly Cloudy
2022-02-01,1:53 PM,46°F,34°F,63°%,SSW,10°mph,0°mph,29.22°in,0.0°in,Light Rain
2022-02-01,2:53 PM,45°F,37°F,74°%,SW,6°mph,0°mph,29.22°in,0.0°in,Light Rain
2022-02-01,3:53 PM,44°F,38°F,79°%,WSW,10°mph,0°mph,29.25°in,0.0°in,Light Rain
2022-02-01,4:53 PM,42°F,37°F,82°%,WSW,10°mph,0°mph,29.26°in,0.0°in,Light Rain
2022-02-01,5:53 PM,41°F,36°F,82°%,W,9°mph,0°mph,29.29°in,0.0°in,Light Rain
2022-02-01,6:53 PM,40°F,35°F,83°%,WSW,9°mph,0°mph,29.32°in,0.0°in,Light Rain
2022-02-01,7:53 PM,39°F,35°F,86°%,WSW,6°mph,0°mph,29.34°in,0.0°in,Light Rain
2022-02-01,8:53 PM,39°F,34°F,82°%,W,7°mph,0°mph,29.37°in,0.0°in,Light Rain
2022-02-01,9:53 PM,39°F,33°F,79°%,WNW,8°mph,0°mph,29.38°in,0.0°in,Cloudy
2022-02-01,10:45 PM,38°F,30°F,73°%,NW,9°mph,0°mph,29.38°in,0.0°in,Light Snow
2022-02-01,10:53 PM,38°F,30°F,73°%,NW,9°mph,0°mph,29.38°in,0.0°in,Light Snow
2022-02-01,10:58 PM,38°F,29°F,70°%,NW,10°mph,0°mph,29.38°in,0.0°in,Cloudy
2022-02-01,11:29 PM,37°F,29°F,73°%,NW,10°mph,0°mph,29.39°in,0.0°in,Light Snow
